identifier1	identifier2	annotator	judgment	comment	timestamp	lemma
bib11653828_18281231_144028_300_0003_alto.xml-0-64	bib11653828_18210724_144028_170_0001_alto.xml-4-5	Benjamin	4.0	 	2023-07-24 15:38:10.033	uppfattning
bib19227306_18271030_147700_18_0003_alto.xml-3-13	bib11653790_19000518_145648_39_0003_alto.xml-32-22	Benjamin	3.0	 	2023-07-24 15:38:20.608	uppfattning
bib19227306_18271030_147700_18_0003_alto.xml-3-13	bib11653828_18210724_144028_170_0001_alto.xml-4-5	Benjamin	3.0	 	2023-07-24 15:38:30.603	uppfattning
bib19225792_18130619_147359_25_0001_alto.xml-0-6	bib11653828_18210724_144028_170_0001_alto.xml-4-5	Benjamin	2.0	 	2023-07-24 15:39:17.008	uppfattning
bib15650837_18050810_146391_64_0003_alto.xml-7-10	bib11653828_18210724_144028_170_0001_alto.xml-4-5	Benjamin	1.0	 	2023-07-24 15:39:33.564	uppfattning
bib15650837_18050810_146391_64_0003_alto.xml-7-10	bib19227306_18271030_147700_18_0003_alto.xml-3-13	Benjamin	1.0	 	2023-07-24 15:39:47.254	uppfattning
bib19227306_18271030_147700_18_0003_alto.xml-3-13	bib11653828_18281231_144028_300_0003_alto.xml-0-64	Benjamin	3.0	 	2023-07-24 15:40:12.408	uppfattning
bib19225792_18130619_147359_25_0001_alto.xml-0-6	bib11653790_19000518_145648_39_0003_alto.xml-32-22	Benjamin	2.0	 	2023-07-24 15:40:21.742	uppfattning
bib15650837_18050810_146391_64_0003_alto.xml-7-10	bib11653790_19000518_145648_39_0003_alto.xml-32-22	Benjamin	1.0	 	2023-07-24 15:40:27.544	uppfattning
bib19225792_18130619_147359_25_0001_alto.xml-0-6	bib19227306_18271030_147700_18_0003_alto.xml-3-13	Benjamin	2.0	 	2023-07-24 15:40:41.372	uppfattning
bib11653828_18281231_144028_300_0003_alto.xml-0-64	bib11653790_19000518_145648_39_0003_alto.xml-32-22	Benjamin	3.0	 	2023-07-24 15:41:10.212	uppfattning
bib11653828_18210724_144028_170_0001_alto.xml-4-5	bib11653790_19000518_145648_39_0003_alto.xml-32-22	Benjamin	3.0	 	2023-07-24 15:41:17.49	uppfattning
bib19225792_18130619_147359_25_0001_alto.xml-0-6	bib19227306_18271030_147700_18_0003_alto.xml-3-13	Josefin_Kokkinakis	0.0	I do not understand the meaning of the word in the second sentence	2023-07-26 12:46:11.461	uppfattning
bib19227306_18271030_147700_18_0003_alto.xml-3-13	bib11653790_19000518_145648_39_0003_alto.xml-32-22	Josefin_Kokkinakis	3.0	 	2023-07-26 12:47:08.428	uppfattning
bib11653828_18281231_144028_300_0003_alto.xml-0-64	bib11653828_18210724_144028_170_0001_alto.xml-4-5	Josefin_Kokkinakis	3.0	 	2023-07-26 12:48:00.91	uppfattning
bib11653828_18281231_144028_300_0003_alto.xml-0-64	bib11653790_19000518_145648_39_0003_alto.xml-32-22	Josefin_Kokkinakis	3.0	 	2023-07-26 12:48:08.053	uppfattning
bib15650837_18050810_146391_64_0003_alto.xml-7-10	bib19227306_18271030_147700_18_0003_alto.xml-3-13	Josefin_Kokkinakis	0.0	I think that the first sentence is incorrectly scanned in and that the word \"uppfattning\" should be \"upphämtning\"...	2023-07-26 12:50:04.294	uppfattning
bib15650837_18050810_146391_64_0003_alto.xml-7-10	bib11653828_18210724_144028_170_0001_alto.xml-4-5	Josefin_Kokkinakis	0.0	I think that the first sentence is incorrectly scanned in and that the word \"uppfattning\" should be \"upphämtning\"...	2023-07-26 12:50:15.052	uppfattning
bib15650837_18050810_146391_64_0003_alto.xml-7-10	bib11653790_19000518_145648_39_0003_alto.xml-32-22	Josefin_Kokkinakis	0.0	I think that the second sentence is incorrectly scanned in and that the word \"uppfattning\" should be \"upphämtning\"...	2023-07-26 12:50:33.119	uppfattning
bib19227306_18271030_147700_18_0003_alto.xml-3-13	bib11653828_18281231_144028_300_0003_alto.xml-0-64	Josefin_Kokkinakis	4.0	 	2023-07-26 12:50:45.278	uppfattning
bib19225792_18130619_147359_25_0001_alto.xml-0-6	bib11653828_18210724_144028_170_0001_alto.xml-4-5	Josefin_Kokkinakis	0.0	do not understand the meaning of the word in the second sentence	2023-07-26 12:51:07.336	uppfattning
bib19227306_18271030_147700_18_0003_alto.xml-3-13	bib11653828_18210724_144028_170_0001_alto.xml-4-5	Josefin_Kokkinakis	3.0	 	2023-07-26 12:51:19.69	uppfattning
bib19225792_18130619_147359_25_0001_alto.xml-0-6	bib11653790_19000518_145648_39_0003_alto.xml-32-22	Josefin_Kokkinakis	0.0	still do not understand the meaning of the word in the second sentence	2023-07-26 12:51:32.397	uppfattning
bib11653828_18210724_144028_170_0001_alto.xml-4-5	bib11653790_19000518_145648_39_0003_alto.xml-32-22	Josefin_Kokkinakis	3.0	 	2023-07-26 12:51:47.536	uppfattning
