identifier1	identifier2	annotator	judgment	comment	timestamp	lemma
bib19277301_18960413_145146_30_0003_alto.xml-45-2	bib11653828_18290408_144028_81_0001_alto.xml-5-26	Josefin_Kokkinakis	2.0	Assuming they mean “centralörsvar”	2023-07-26 10:44:53.16	central
bib15873371_18951004_145112_270_0002_alto.xml-145-3	bib15650837_18950904_146391_205_0004_alto.xml-64-1	Josefin_Kokkinakis	2.0	 	2023-07-26 10:46:26.833	central
bib19277301_18960413_145146_30_0003_alto.xml-45-2	bib15650837_18950904_146391_205_0004_alto.xml-64-1	Josefin_Kokkinakis	4.0	 	2023-07-26 10:46:56.037	central
bib19225758_18950527_144022_121_0003_alto.xml-175-4	bib15873371_18951004_145112_270_0002_alto.xml-145-3	Josefin_Kokkinakis	4.0	 	2023-07-26 10:47:15.207	central
bib11653828_18290408_144028_81_0001_alto.xml-5-26	bib15650837_18950904_146391_205_0004_alto.xml-64-1	Josefin_Kokkinakis	2.0	 	2023-07-26 10:48:21.266	central
bib19223423_18250824_145063_67_0002_alto.xml-1-61	bib15650837_18950904_146391_205_0004_alto.xml-64-1	Josefin_Kokkinakis	2.0	Assuming they mean ”centralkrafter” in the second sentence 	2023-07-26 10:49:09.166	central
bib15650837_18121125_146391_94_0001_alto.xml-3-11	bib15650837_18950904_146391_205_0004_alto.xml-64-1	Josefin_Kokkinakis	0.0	Do not understand the meaning of the word in the second sentence 	2023-07-26 10:51:35.042	central
bib15873936_18960319_147385_33_0004_alto.xml-5-8	bib15650837_18950904_146391_205_0004_alto.xml-64-1	Josefin_Kokkinakis	4.0	 	2023-07-26 10:52:18.253	central
bib13506739_17940606_144030_127_0004_alto.xml-6-25	bib15650837_18950904_146391_205_0004_alto.xml-64-1	Josefin_Kokkinakis	0.0	Do not understand the meaning of the word in the first sentence 	2023-07-26 10:52:28.87	central
bib19223423_18250824_145063_67_0002_alto.xml-1-61	bib15873371_18951004_145112_270_0002_alto.xml-145-3	Josefin_Kokkinakis	2.0	 	2023-07-26 10:52:38.521	central
bib19277277_18951121_147683_318_0007_alto.xml-23-0	bib15873371_18951004_145112_270_0002_alto.xml-145-3	Josefin_Kokkinakis	2.0	 	2023-07-26 10:52:46.435	central
bib15873936_18950820_147385_97_0004_alto.xml-22-6	bib19223423_18250824_145063_67_0002_alto.xml-1-61	Josefin_Kokkinakis	2.0	 	2023-07-26 10:52:58.934	central
bib11653828_18290408_144028_81_0001_alto.xml-5-26	bib15873371_18951004_145112_270_0002_alto.xml-145-3	Josefin_Kokkinakis	2.0	 	2023-07-26 10:53:04.626	central
bib19277301_18960413_145146_30_0003_alto.xml-45-2	bib15873371_18951004_145112_270_0002_alto.xml-145-3	Josefin_Kokkinakis	2.0	 	2023-07-26 10:53:09.317	central
bib15873936_18950820_147385_97_0004_alto.xml-22-6	bib15873371_18951004_145112_270_0002_alto.xml-145-3	Josefin_Kokkinakis	2.0	 	2023-07-26 10:53:57.039	central
bib13506739_17940606_144030_127_0004_alto.xml-6-25	bib15873371_18951004_145112_270_0002_alto.xml-145-3	Josefin_Kokkinakis	0.0	Do not understand the meaning of the word in the second sentence 	2023-07-26 10:54:31.973	central
bib11653825_18090224_145134_16_0001_alto.xml-6-8	bib13506739_17940606_144030_127_0004_alto.xml-6-25	Josefin_Kokkinakis	0.0	Do not understand the meaning of the word in the first sentence 	2023-07-26 10:54:52.796	central
bib13506739_17940606_144030_127_0004_alto.xml-6-25	bib11653828_18290408_144028_81_0001_alto.xml-5-26	Josefin_Kokkinakis	0.0	Still do not understand the meaning of the word in the second sentence 	2023-07-26 10:55:18.398	central
bib11653828_18290408_144028_81_0001_alto.xml-5-26	bib15873371_18951004_145112_270_0002_alto.xml-145-3	Benjamin	3.0	 	2023-07-24 15:07:26.449	central
bib19223423_18250824_145063_67_0002_alto.xml-1-61	bib15873371_18951004_145112_270_0002_alto.xml-145-3	Benjamin	1.0	 	2023-07-24 15:08:05.19	central
bib13506739_17940606_144030_127_0004_alto.xml-6-25	bib19223423_18250824_145063_67_0002_alto.xml-1-61	Benjamin	1.0	 	2023-07-24 15:08:29.077	central
bib19277277_18951121_147683_318_0007_alto.xml-23-0	bib15873371_18951004_145112_270_0002_alto.xml-145-3	Benjamin	2.0	 	2023-07-24 15:08:48.074	central
bib15873371_18950815_145112_220_0004_alto.xml-26-3	bib15873371_18951004_145112_270_0002_alto.xml-145-3	Benjamin	2.0	 	2023-07-24 15:09:11.551	central
bib19277301_18960413_145146_30_0003_alto.xml-45-2	bib19223423_18250824_145063_67_0002_alto.xml-1-61	Benjamin	2.0	 	2023-07-24 15:09:36.558	central
bib13506739_17940606_144030_127_0004_alto.xml-6-25	bib11653828_18290408_144028_81_0001_alto.xml-5-26	Benjamin	1.0	 	2023-07-24 15:10:16.951	central
bib15650837_18121125_146391_94_0001_alto.xml-3-11	bib15873371_18951004_145112_270_0002_alto.xml-145-3	Benjamin	2.0	 	2023-07-24 15:10:44.936	central
bib13506739_17940606_144030_127_0004_alto.xml-6-25	bib15650837_18950904_146391_205_0004_alto.xml-64-1	Benjamin	1.0	 	2023-07-24 15:10:52.25	central
bib15650837_18121125_146391_94_0001_alto.xml-3-11	bib11653828_18290408_144028_81_0001_alto.xml-5-26	Benjamin	2.0	 	2023-07-24 15:11:10.196	central
bib11653828_18290408_144028_81_0001_alto.xml-5-26	bib15650837_18950904_146391_205_0004_alto.xml-64-1	Benjamin	3.0	 	2023-07-24 15:11:22.579	central
bib15873371_18950815_145112_220_0004_alto.xml-26-3	bib13506739_17940606_144030_127_0004_alto.xml-6-25	Benjamin	1.0	 	2023-07-24 15:12:23.51	central
bib19277301_18960413_145146_30_0003_alto.xml-45-2	bib11653828_18290408_144028_81_0001_alto.xml-5-26	Benjamin	3.0	 	2023-07-24 15:12:47.296	central
bib11653825_18090224_145134_16_0001_alto.xml-6-8	bib13506739_17940606_144030_127_0004_alto.xml-6-25	Benjamin	1.0	 	2023-07-24 15:12:58.018	central
bib15873936_18960319_147385_33_0004_alto.xml-5-8	bib15650837_18950904_146391_205_0004_alto.xml-64-1	Benjamin	4.0	 	2023-07-24 15:13:09.441	central
bib19277301_18960413_145146_30_0003_alto.xml-45-2	bib15873371_18951004_145112_270_0002_alto.xml-145-3	Benjamin	2.0	 	2023-07-24 15:13:18.364	central
bib15873936_18960319_147385_33_0004_alto.xml-5-8	bib19223423_18250824_145063_67_0002_alto.xml-1-61	Benjamin	2.0	 	2023-07-24 15:13:32.303	central
bib15873936_18950820_147385_97_0004_alto.xml-22-6	bib15873371_18951004_145112_270_0002_alto.xml-145-3	Benjamin	2.0	 	2023-07-24 15:13:46.424	central
bib19277301_18960413_145146_30_0003_alto.xml-45-2	bib15650837_18950904_146391_205_0004_alto.xml-64-1	Benjamin	4.0	 	2023-07-24 15:14:33.856	central
bib11653828_18290408_144028_81_0001_alto.xml-5-26	bib19223423_18250824_145063_67_0002_alto.xml-1-61	Benjamin	2.0	 	2023-07-24 15:14:54.305	central
bib19225758_18950527_144022_121_0003_alto.xml-175-4	bib15873371_18951004_145112_270_0002_alto.xml-145-3	Benjamin	4.0	 	2023-07-24 15:16:07.091	central
bib15873936_18950820_147385_97_0004_alto.xml-22-6	bib19223423_18250824_145063_67_0002_alto.xml-1-61	Benjamin	3.0	 	2023-07-24 15:16:26.848	central
bib13506739_17940606_144030_127_0004_alto.xml-6-25	bib15873371_18951004_145112_270_0002_alto.xml-145-3	Benjamin	1.0	 	2023-07-24 15:16:36.042	central
bib19225758_18950527_144022_121_0003_alto.xml-175-4	bib13506739_17940606_144030_127_0004_alto.xml-6-25	Benjamin	1.0	 	2023-07-24 15:16:42.328	central
bib15873936_18960319_147385_33_0004_alto.xml-5-8	bib11653828_18290408_144028_81_0001_alto.xml-5-26	Benjamin	3.0	 	2023-07-24 15:16:53.178	central
bib15650837_18121125_146391_94_0001_alto.xml-3-11	bib15650837_18950904_146391_205_0004_alto.xml-64-1	Benjamin	3.0	 	2023-07-24 15:17:02.394	central
bib19223423_18250824_145063_67_0002_alto.xml-1-61	bib15650837_18950904_146391_205_0004_alto.xml-64-1	Benjamin	2.0	 	2023-07-24 15:17:18.607	central
bib15873371_18951004_145112_270_0002_alto.xml-145-3	bib15650837_18950904_146391_205_0004_alto.xml-64-1	Benjamin	2.0	 	2023-07-24 15:17:27.054	central
bib19277301_18960413_145146_30_0003_alto.xml-45-2	bib19223423_18250824_145063_67_0002_alto.xml-1-61	Josefin_Kokkinakis	3.0	Should be “centralkraft” in the second sentence 	2023-07-26 10:43:11.908	central
bib15873371_18950815_145112_220_0004_alto.xml-26-3	bib15873371_18951004_145112_270_0002_alto.xml-145-3	Josefin_Kokkinakis	2.0	 	2023-07-26 10:47:05.838	central
bib15873936_18960319_147385_33_0004_alto.xml-5-8	bib11653828_18290408_144028_81_0001_alto.xml-5-26	Josefin_Kokkinakis	2.0	Assuming they refer to “centralförsvar” in the second sentence 	2023-07-26 10:48:17.364	central
bib13506739_17940606_144030_127_0004_alto.xml-6-25	bib19223423_18250824_145063_67_0002_alto.xml-1-61	Josefin_Kokkinakis	0.0	Do not understand the meaning of the word in the first sentence 	2023-07-26 10:49:57.83	central
bib11653828_18290408_144028_81_0001_alto.xml-5-26	bib19223423_18250824_145063_67_0002_alto.xml-1-61	Josefin_Kokkinakis	1.0	Assuming they mean “centralkrafter” in the second sentence and “centralförsvar” in the first sentence 	2023-07-26 10:50:58.618	central
bib15650837_18121125_146391_94_0001_alto.xml-3-11	bib15873371_18951004_145112_270_0002_alto.xml-145-3	Josefin_Kokkinakis	2.0	Do not understand the meaning of the word in the first sentence but they seem at most distantly related 	2023-07-26 10:52:14.134	central
bib15650837_18121125_146391_94_0001_alto.xml-3-11	bib11653828_18290408_144028_81_0001_alto.xml-5-26	Josefin_Kokkinakis	2.0	Do not understand the meaning of the word in the first sentence but they seem to be at most distantly related 	2023-07-26 10:53:51.726	central
bib15873936_18960319_147385_33_0004_alto.xml-5-8	bib19223423_18250824_145063_67_0002_alto.xml-1-61	Josefin_Kokkinakis	2.0	Assuming they mean centralkrafter in the first sentence 	2023-07-26 10:54:20.916	central
bib19225758_18950527_144022_121_0003_alto.xml-175-4	bib13506739_17940606_144030_127_0004_alto.xml-6-25	Josefin_Kokkinakis	0.0	Do not understand the meaning of the word in the first sentence 	2023-07-26 10:54:42.342	central
bib15873371_18950815_145112_220_0004_alto.xml-26-3	bib13506739_17940606_144030_127_0004_alto.xml-6-25	Josefin_Kokkinakis	0.0	Do not understand the meaning of the word in the first sentence 	2023-07-26 10:55:02.725	central
