identifier1	identifier2	annotator	judgment	comment	timestamp	lemma
nf_1976_774399.txt-105-7	fic_1967_16424.txt-1282-17	st189492	1.0	 	2023-11-29 12:52:38.715	edge_nn
nf_1976_774399.txt-105-7	fic_1988_780085.txt-3328-6	st189492	1.0	 	2023-11-29 12:54:45.818	edge_nn
fic_1835_7172.txt-9351-26	nf_1820_753470.txt-2701-5	st189492	1.0	 	2023-11-29 12:51:23.353	edge_nn
nf_1820_753470.txt-2701-5	fic_1995_53078.txt-343-9	st189492	1.0	 	2023-11-29 12:52:12.235	edge_nn
nf_1820_753470.txt-2701-5	fic_2002_28174.txt-257-64	st189492	1.0	 	2023-11-29 13:03:49.327	edge_nn
nf_1847_754437.txt-3006-26	fic_1987_23990.txt-44-12	st189492	1.0	 	2023-11-29 12:53:18.919	edge_nn
nf_1847_754437.txt-3006-26	nf_2005_775709.txt-39-19	st189492	1.0	 	2023-11-29 13:00:10.833	edge_nn
nf_1820_753470.txt-2701-5	nf_2005_775709.txt-39-19	st189492	1.0	 	2023-11-29 12:53:12.769	edge_nn
fic_1967_16424.txt-1282-17	mag_2006_397778.txt-93-8	st189492	1.0	 	2023-11-29 12:59:49.362	edge_nn
nf_1836_748113.txt-1250-63	mag_1828_553921.txt-240-1	st189492	1.0	 	2023-11-29 13:03:23.887	edge_nn
fic_1967_10486.txt-2261-15	news_1985_671429.txt-20-24	st189492	1.0	 	2023-11-29 12:58:51.929	edge_nn
fic_1967_10486.txt-2261-15	fic_1967_16424.txt-1282-17	st189492	1.0	 	2023-11-29 13:02:51.514	edge_nn
mag_1828_553921.txt-240-1	fic_1967_16424.txt-1282-17	st189492	1.0	 	2023-11-29 13:04:36.06	edge_nn
nf_1836_748113.txt-1250-63	fic_1836_7052.txt-121-7	st189492	1.0	 	2023-11-29 12:51:30.682	edge_nn
fic_1836_7052.txt-121-7	mag_1979_480129.txt-32-13	st189492	1.0	 	2023-11-29 12:57:08.326	edge_nn
nf_1836_748113.txt-1250-63	news_1987_670107.txt-15-34	st189492	2.0	 	2023-11-29 12:51:10.006	edge_nn
mag_1858_566917.txt-85-28	fic_1988_780085.txt-3328-6	st189492	1.0	 	2023-11-29 12:52:20.067	edge_nn
nf_1847_754437.txt-3006-26	news_1987_670107.txt-15-34	st189492	1.0	 	2023-11-29 12:59:20.841	edge_nn
nf_1836_748113.txt-1250-63	fic_1993_25008.txt-4285-5	st189492	1.0	 	2023-11-29 13:01:18.828	edge_nn
fic_1836_7052.txt-121-7	fic_1988_780085.txt-3328-6	st189492	2.0	 	2023-11-29 13:03:18.446	edge_nn
mag_1979_480129.txt-32-13	fic_1993_25008.txt-4285-5	st189492	2.0	 	2023-11-29 13:03:53.765	edge_nn
fic_1966_10477.txt-5230-21	fic_1993_25008.txt-4285-5	st189492	0.0	 	2023-11-29 13:04:39.666	edge_nn
nf_1820_753470.txt-2701-5	mag_1979_480129.txt-32-13	st189492	3.0	 	2023-11-29 12:46:39.348	edge_nn
nf_1836_748113.txt-1250-63	mag_1979_480129.txt-32-13	st189492	1.0	 	2023-11-29 13:01:48.496	edge_nn
nf_1823_747803.txt-436-30	news_1985_671429.txt-20-24	st189492	1.0	 	2023-11-29 12:55:34.72	edge_nn
mag_1979_480129.txt-32-13	fic_1988_780085.txt-3328-6	st189492	1.0	 	2023-11-29 12:59:35.004	edge_nn
nf_1823_747803.txt-436-30	fic_1988_780085.txt-3328-6	st189492	2.0	 	2023-11-29 13:02:06.987	edge_nn
nf_1847_754437.txt-3006-26	fic_1988_780085.txt-3328-6	st189492	1.0	 	2023-11-29 13:02:15.064	edge_nn
nf_1823_747803.txt-436-30	nf_1820_753470.txt-2701-5	st189492	1.0	 	2023-11-29 13:02:39.024	edge_nn
nf_1847_754437.txt-3006-26	news_1985_671429.txt-20-24	st189492	2.0	 	2023-11-29 13:03:31.817	edge_nn
fic_1966_10477.txt-5230-21	fic_1967_16424.txt-1282-17	st189492	0.0	Differnent parts of speech	2023-11-29 12:47:19.109	edge_nn
nf_1820_753470.txt-2701-5	news_1985_671429.txt-20-24	st189492	1.0	 	2023-11-29 12:53:06.387	edge_nn
nf_1820_753470.txt-2701-5	fic_1967_16424.txt-1282-17	st189492	1.0	 	2023-11-29 13:03:42.322	edge_nn
nf_1836_748113.txt-1250-63	fic_1988_780085.txt-3328-6	st189492	1.0	 	2023-11-29 13:04:02.618	edge_nn
mag_1828_553921.txt-240-1	fic_1988_780085.txt-3328-6	st189492	1.0	 	2023-11-29 12:45:47.643	edge_nn
nf_1836_748113.txt-1250-63	mag_2006_397778.txt-93-8	st189492	1.0	 	2023-11-29 12:45:51.485	edge_nn
mag_1979_480129.txt-32-13	news_1985_671429.txt-20-24	st189492	4.0	 	2023-11-29 12:46:04.398	edge_nn
nf_1836_748113.txt-1250-63	fic_1837_7358.txt-2123-38	st189492	1.0	 	2023-11-29 12:46:07.824	edge_nn
news_1966_726006.txt-25-15	fic_1967_16424.txt-1282-17	st189492	1.0	 	2023-11-29 12:46:13.709	edge_nn
nf_1820_753470.txt-2701-5	fic_1988_780085.txt-3328-6	st189492	2.0	 	2023-11-29 12:46:25.535	edge_nn
nf_1847_754437.txt-3006-26	fic_1993_25008.txt-4285-5	st189492	4.0	 	2023-11-29 12:46:32.186	edge_nn
fic_1837_7358.txt-2123-38	fic_1967_16424.txt-1282-17	st189492	4.0	 	2023-11-29 12:48:10.102	edge_nn
nf_1836_748113.txt-1250-63	nf_1820_753470.txt-2701-5	st189492	1.0	 	2023-11-29 12:48:14.6	edge_nn
nf_1823_747803.txt-436-30	fic_1835_7172.txt-9351-26	st189492	1.0	 	2023-11-29 12:50:15.624	edge_nn
mag_1981_297437.txt-5-20	fic_1988_780085.txt-3328-6	st189492	1.0	 	2023-11-29 12:50:52.72	edge_nn
fic_1967_16424.txt-1282-17	fic_1993_25008.txt-4285-5	st189492	2.0	 	2023-11-29 12:51:18.429	edge_nn
nf_1836_748113.txt-1250-63	mag_1858_566917.txt-85-28	st189492	2.0	 	2023-11-29 12:54:41.359	edge_nn
