identifier1	identifier2	annotator	judgment	comment	timestamp	lemma
bib19227462_18950321_147640_68_0002_alto.xml-245-6	bib19225772_17940207_148003_11_0001_alto.xml-1-17	Benjamin	4.0	 	2023-06-26 17:54:42.439	blockera
bib11653825_18000421_145134_43_0003_alto.xml-0-11	bib11653825_18030711_145134_79_0003_alto.xml-4-24	Benjamin	4.0	 	2023-06-26 17:55:28.48	blockera
bib11653811_18980815_145317_124_0002_alto.xml-32-16	bib11653790_18990414_145648_28_0006_alto.xml-82-10	Benjamin	3.0	 	2023-06-26 17:56:10.353	blockera
bib19227291_18250119_145289_3_0002_alto.xml-23-3	bib11653825_18001030_145134_119_0001_alto.xml-2-46	Benjamin	4.0	 	2023-06-26 17:56:24.993	blockera
bib15873371_18950119_145112_19_0003_alto.xml-230-5	bib11653811_19010322_145317_46_0003_alto.xml-29-16	Benjamin	4.0	 	2023-06-26 17:57:18.555	blockera
bib15978012_18950425_148361_95_0003_alto.xml-53-6	bib19277349_18950427_147403_54_0004_alto.xml-19-28	Benjamin	4.0	 	2023-06-26 17:58:05.022	blockera
bib11653830_18980620_146968_47_0003_alto.xml-98-11	bib11653828_18290126_144028_20_0003_alto.xml-18-35	Benjamin	4.0	 	2023-06-26 17:58:56.944	blockera
bib11653825_18030711_145134_79_0003_alto.xml-4-24	bib19227462_18950425_147640_95_0002_alto.xml-35-19	Benjamin	4.0	 	2023-06-26 17:59:29.051	blockera
bib19225772_17961018_148003_83_0002_alto.xml-1-13	bib11653830_18950729_146968_85_0003_alto.xml-72-2	Benjamin	4.0	 	2023-06-26 18:00:14.136	blockera
bib11653823_18230507_144010_104_0002_alto.xml-5-0	bib19225772_17931231_148003_103_0002_alto.xml-5-6	Benjamin	4.0	 	2023-06-26 18:01:45.475	blockera
bib19223423_18050717_145063_57_0002_alto.xml-2-20	bib19223423_18010718_145063_58_0002_alto.xml-9-13	Benjamin	4.0	 	2023-06-26 18:02:30.953	blockera
bib11653811_18980427_145317_63_0003_alto.xml-83-5	bib11653825_18001027_145134_118_0001_alto.xml-4-43	Benjamin	4.0	 	2023-06-26 18:03:48.2	blockera
bib19225772_18180826_148004_96_0001_alto.xml-4-2	bib11653825_18050708_145134_81_0003_alto.xml-8-4	Benjamin	4.0	 	2023-06-26 18:04:02.928	blockera
bib15650835_18950226_146472_17_0004_alto.xml-129-2	bib19225772_18140729_148004_85_0001_alto.xml-6-4	Benjamin	4.0	 	2023-06-26 18:04:36.515	blockera
