identifier1	identifier2	annotator	judgment	comment	timestamp	lemma
mag_1847_524602.txt-267-1	nf_1854_750816.txt-2319-35	st189492	0.0	Verb - Noun	2023-12-06 22:51:27.356	land_nn
mag_1975_491278.txt-109-18	mag_1981_297525.txt-19-17	st189492	2.0	 	2023-12-06 22:53:27.808	land_nn
mag_1847_524602.txt-267-1	mag_1980_491790.txt-104-15	amariac810	3.0	 	2023-12-18 23:33:44.467	land_nn
fic_2004_780501.txt-2632-1	mag_1975_491278.txt-109-18	amariac810	2.0	 	2023-12-18 23:33:50.668	land_nn
nf_1854_750816.txt-2319-35	fic_2002_46815.txt-448-22	amariac810	2.0	 	2023-12-18 23:33:56.005	land_nn
fic_2002_46815.txt-448-22	mag_1975_491278.txt-109-18	amariac810	2.0	 	2023-12-18 23:33:59.464	land_nn
nf_1854_750816.txt-2319-35	mag_1980_491790.txt-104-15	amariac810	4.0	 	2023-12-18 23:34:06.361	land_nn
fic_1971_782006.txt-4830-4	mag_1975_491278.txt-109-18	amariac810	2.0	 	2023-12-18 23:34:08.767	land_nn
mag_1847_524602.txt-267-1	fic_2004_780501.txt-2632-1	amariac810	2.0	 	2023-12-18 23:34:56.187	land_nn
nf_1854_750816.txt-2319-35	fic_1982_10699.txt-8325-2	amariac810	2.0	 	2023-12-18 23:35:03.368	land_nn
nf_1837_755525.txt-1321-24	mag_1975_491278.txt-109-18	amariac810	2.0	 	2023-12-18 23:35:08.122	land_nn
nf_1854_750816.txt-2319-35	nf_1837_755525.txt-1321-24	amariac810	2.0	 	2023-12-18 23:35:14.693	land_nn
mag_1847_524602.txt-267-1	nf_1995_777121.txt-337-16	amariac810	2.0	 	2023-12-18 23:35:41.146	land_nn
nf_1854_750816.txt-2319-35	mag_1975_491278.txt-109-18	amariac810	4.0	 	2023-12-18 23:35:43.886	land_nn
fic_1982_10699.txt-8325-2	mag_1975_491278.txt-109-18	amariac810	2.0	 	2023-12-18 23:35:46.141	land_nn
mag_1980_491790.txt-104-15	mag_1975_491278.txt-109-18	amariac810	4.0	 	2023-12-18 23:35:49.162	land_nn
mag_1847_524602.txt-267-1	fic_2009_36915.txt-36-5	amariac810	2.0	 	2023-12-18 23:35:51.987	land_nn
nf_1854_750816.txt-2319-35	fic_2004_780501.txt-2632-1	amariac810	2.0	 	2023-12-18 23:35:55.365	land_nn
mag_1847_524602.txt-267-1	mag_1975_491278.txt-109-18	amariac810	4.0	 	2023-12-18 23:35:59.167	land_nn
mag_1975_491278.txt-109-18	mag_1981_297525.txt-19-17	amariac810	2.0	 	2023-12-18 23:36:03.387	land_nn
nf_1854_750816.txt-2319-35	fic_1971_782006.txt-4830-4	amariac810	2.0	 	2023-12-18 23:36:06.258	land_nn
nf_1854_750816.txt-2319-35	news_1991_619078.txt-39-3	amariac810	2.0	 	2023-12-18 23:36:09.941	land_nn
mag_1847_524602.txt-267-1	nf_1854_750816.txt-2319-35	amariac810	3.0	 	2023-12-18 23:36:15.822	land_nn
mag_1847_524602.txt-267-1	fic_2009_36915.txt-36-5	st189492	1.0	 	2023-12-06 22:53:37.965	land_nn
mag_1847_524602.txt-267-1	nf_1995_777121.txt-337-16	st189492	3.0	 	2023-12-06 22:50:56.507	land_nn
mag_1847_524602.txt-267-1	fic_2004_780501.txt-2632-1	st189492	0.0	Verb - Noun	2023-12-06 22:51:08.23	land_nn
fic_1971_782006.txt-4830-4	mag_1975_491278.txt-109-18	st189492	3.0	 	2023-12-06 22:51:15.244	land_nn
nf_1854_750816.txt-2319-35	fic_1982_10699.txt-8325-2	st189492	0.0	Verb - Noun	2023-12-06 22:51:39.313	land_nn
nf_1837_755525.txt-1321-24	mag_1975_491278.txt-109-18	st189492	2.0	 	2023-12-06 22:51:51.304	land_nn
nf_1854_750816.txt-2319-35	fic_2004_780501.txt-2632-1	st189492	4.0	 	2023-12-06 22:52:10.27	land_nn
nf_1854_750816.txt-2319-35	mag_1975_491278.txt-109-18	st189492	0.0	Verb Noun	2023-12-06 22:52:21.535	land_nn
mag_1847_524602.txt-267-1	mag_1980_491790.txt-104-15	st189492	4.0	 	2023-12-06 22:52:33.513	land_nn
nf_1854_750816.txt-2319-35	mag_1980_491790.txt-104-15	st189492	0.0	Verb Noun	2023-12-06 22:52:44.502	land_nn
nf_1854_750816.txt-2319-35	fic_2002_46815.txt-448-22	st189492	0.0	Verb Noun	2023-12-06 22:52:52.284	land_nn
nf_1854_750816.txt-2319-35	news_1991_619078.txt-39-3	st189492	3.0	 	2023-12-06 22:53:07.08	land_nn
mag_1980_491790.txt-104-15	mag_1975_491278.txt-109-18	st189492	4.0	 	2023-12-06 22:53:20.197	land_nn
fic_2002_46815.txt-448-22	mag_1975_491278.txt-109-18	st189492	1.0	 	2023-12-06 22:53:43.794	land_nn
nf_1854_750816.txt-2319-35	fic_1971_782006.txt-4830-4	st189492	0.0	Verb - Noun	2023-12-06 22:53:55.159	land_nn
mag_1847_524602.txt-267-1	mag_1975_491278.txt-109-18	st189492	4.0	 	2023-12-06 22:54:03.119	land_nn
fic_2004_780501.txt-2632-1	mag_1975_491278.txt-109-18	st189492	0.0	 	2023-12-06 22:54:08.75	land_nn
fic_1982_10699.txt-8325-2	mag_1975_491278.txt-109-18	st189492	1.0	 	2023-12-06 22:54:15.178	land_nn
nf_1854_750816.txt-2319-35	nf_1837_755525.txt-1321-24	st189492	4.0	 	2023-12-06 22:50:38.011	land_nn
